word	rn	semcat	subcat	semkey
FEATHER	501	Nbp	1a/6.1.1	1.6.1.1
FEATHERS	146	Nbp	1a/6.1.1	1.6.1.1
FEATURE	0	Nabst	5a/	8.1
FEATURES	6	Nabst	5a/	8.1
FEBRUARY	114	Ntime	6i/1	9.1.2
FECES	220	Nbp	1a/8.6	1.8.5
FECES EXCREMENT	2	Nbp	1a/8.6	1.8.5
FED	4	Vbp	1b/3.5.7	1.3.5.8
FEE	10	N$	9d/	5.9
FEEBLE	6	Vbp	1b/1.5.1	1.1.5.1
FEEBLY	2	Vbp	1b/1.5.1	1.1.5.1
FEED	346	Vbp	1b/3.5.7	1.3.5.8
FEEDING-TROUGH	4	Nconv	9a/	5.1
FEEDS	10	Vbp	1b/3.5.7	1.3.5.8
FEEL	301	Vfeel	5e/	8.4
FEEL TASTE	2	Vfeel	5e/	8.4
FEELER	8	Vfeel	5e/	8.4
FEELING	22	Vfeel	5e/	8.4
FEELINGS	12	Vpsi	5d/1.5.3	8.3.1.5.3
FEELS	2	Vact	4a/2.2	6.2.2.2
FEET	152	Nbp	1a/5.2	1.5.2
FEIGN	6	Vpsi	5d/3.4.4.2	8.3.3.4.3.2
FEIGNED	4	Vpsi	/	1.5.3.2
FELL	100	Vact	4a/1.4.4	6.1.1.4.2
FELLED	2	Vact	4a/1.4.4	6.1.1.4.2
FELLOW	12	Nhum	3a/12.2	4.4.2
FELLOW-VILLAGER	0	Nhum	3a/12.2	4.4.2
FELON	2	Nhum	3a/11.1	4.2.12.1
FELT-TENT	24	Nart	9f/	5.11
FEM	7	G	8/	10.0
FEMALE	433	Nbp	1a/9.3	1.9.12
FEMALE GENITAL	1	Nbp	1a/9.3.2.1	1.9.10
FEMALE PRIVATE	1	Nbp	1a/9.3.2.1	1.9.10
FEMALE PUB	1	Error	/	x.x
FEMALE PUBIC HAIR	1	Nbp	1a/9.3.5	1.9.12.1
FEMALE:	0	Error	/	x.x
FEMALES	2	Nbp	1a/9.3	1.9.12
FEMINAM SUB	3	Error	x/	x.x
FEMININE	4	G	8/4.1.4	10.4.1.4
FEMUR	119	Nbp	1a/5.9.1	1.5.7.1
FENCE	190	Ndwel	9c/5	5.11.9.5
FENCING	4	Ndwel	9c/5	5.11.9.5
FERERISH	6	Error	x/	x.x
FERMENT	40	Vveg	2b.2/	3.1.10
FERMENTATION	4	Vveg	2b.2/	3.1.10
FERMENTED	14	Vveg	2b.2/	3.1.10
FERMENT	2	Error	x/	x.x
FERN	66	Nveg	2b.1/1.1	3.1.1
FEROCIOU	0	Error	x/	x.x
FEROCIOUS	4	Vadj	5c/3.1	9.6.2.2
FERRULE	6	Nart	9f/	5.11
FERRY	4	Nconv	9a/	5.11.2
FERRYMAN	8	Nconv	9a/	5.11.2
FERTILE	28	Nbp	1a/9.0	1.9.6.5
FERTILITY	2	Nbp	1a/9.0	1.9.6.5
FERTILIZED	2	Nbp	1a/9.0	1.9
FERTILIZER	168	Nbp	1a/9.0	5.11.5.1
FESTER	4	Vbp	1b/1.5.1	1.1.5.1
FESTIVAL	52	Ncult	9d/	5.12
FETCH	26	Vact	4a/2.2.3	6.2.2.2.2
FETID	44	Vadj	5c/4.5	7.1.4.5
FETTER	2	Nrope	9a/	5.1
FETTERS	2	Nrope	9a/	5.1
FETU	0	Error	x/	x.x
FETUS	4	Nbp	1a/9.3.4	1.9.6.1
FEUD	4	Nsoc	9d/	5.13
FEVER	243	Nbp	1a/1.5.1	1.1.5.1
FEVERISH	2	Vbp	1b/1.5.1	1.1.5.1
FEW	126	Num	6h/	9.9
FIBER	144	Nveg	2b.1/1.2	3.1.2
FIBERS	6	Nveg	2b.1/1.2	3.1.2
FIBRE	2	Nveg	2b.1/1.2	3.1.2
FIBRES	12	Nveg	2b.1/1.2	3.1.2
FIBROUS	4	Vadj	5c/4.2	7.1.4.2
FIBULA	5	Nbp	1a/5.9.2	1.5.7.2
FICU	0	Error	x/	x.x
FICUS	8	Nveg	2b.1/1.1	3.1.1
FIDDLE	2	Nmus	9a/	5.11.3
FIDDLE-BOW	2	Nmus	9a/	5.11.3
FIE!	4	G	8/8	10.7
FIELD	471	Nnat	2c.1/6	3.2.5
FIELD-TERMITE	0	Nanim	2a.1/14	2.2.6
FIELDHAND	2	Nnat	2c.1/6	3.2.5
FIELDHUT	6	Nnat	2c.1/6	3.2.5
FIELDS	18	Nnat	2c.1/6	3.2.5
FIELDWORK	2	Nnat	2c.1/6	3.2.5
FIELD[DRY	2	Error	/	x.x
FIELD|S	2	Error	x/	x.x
FIERCE	12	Vadj	5c/3.1	9.6.2.2
FIFTEEN	178	Num	6h/	9.9
FIFTEENTH	104	Num	6h/	9.9
FIFTH	238	Num	6h/	9.9
FIFTY	248	Num	6h/	9.9
FIFTY-ONE	0	Num	6h/	9.9
FIG	126	Nveg	2b.1/3.2	3.1.5
FIG-TREE	0	Nveg	2b.1/3.2	3.1.1
FIGHT	318	Vfigh	4b.2/	6.5
FIGHT STRIKE	2	Vfigh	4b.2/	6.5
FIGHTING	4	Vfigh	4b.2/	6.5
FIGURE	18	Num	6h/	9.9
FIG|	2	Error	x/	x.x
FIG	2	Error	x/	x.x
FILE	44	Vcut	4c.4/1	6.9.2
FILL	183	Vadj	5c/2.1	6.11
FILLED	18	Vadj	5c/2.1	1.1.3.2
FILLING	6	Vadj	5c/2.1	5.6
FILLIP	2	Nbp	1a/5.7	1.5.6
FILLY	4	Nanim	2a.1/2	2.1.7
FILL	2	Error	x/	x.x
FILM	2	Nart	9f/	5.11
FILTER	32	Ntool	9a/	5.1
FILTER SIEVE	2	Ntool	9a/	5.1
FILTH	52	Nbp	1a/8.6	1.8.5
FILTH BLACK	2	Nbp	1a/8.6	1.8.5
FILTHY	16	Vbp	1b/8.6	1.8.5.4
FIN	87	Nbp	1a/5.10.1	1.5.1.3.1
FINALLY	40	G	8/	10.0
FIND	184	Vacq	4f.3/	6.21
FINDING	2	Vacq	4f.3/	6.21
FINE	134	Vadj	5c/3.2	9.7.2
FINERY	2	Vadj	5c/3.2	5.11.8.2.1
FINGER	1470	Nbp	1a/5.7	1.5.6
FINGER-CYMBAL	0	Nmus	9a/	5.11.3
FINGER-NAIL	0	Nbp	1a/5.17.1	1.5.10.1
FINGER-RING	0	Npers	3c/3	5.11.8.3
FINGER-TIP	0	Nbp	1a/5.7	1.5.6
FINGERBREADTH	2	Nbp	1a/5.7	1.5.6
FINGERLES	0	Error	x/	x.x
FINGERLESS	4	Nbp	1a/5.7	1.5.6
FINGERNAIL	479	Nbp	1a/5.17.1	1.5.10.1
FINGERNAILS	4	Nbp	1a/5.17.1	1.5.10.1
FINGERPRINT	59	Nbp	1a/5.7.1	1.5.6.3
FINGERRING	2	Nbp	1a/5.7	1.5.6
FINGERS	224	Nbp	1a/5.7	1.5.6
FINGERSBREADTH	2	Nbp	1a/5.7	1.5.6
FINGERTIP	68	Nbp	1a/5.7	1.5.6
FINGERTIPS	16	Nbp	1a/5.7	1.5.6
FINISH	182	Vcos	6c/	9.5
FINISHED	46	Vcos	6c/	9.5
FINISHING	2	Vcos	6c/	9.5
FINISH|ED	2	Error	x/	x.x
FINISH	4	Error	x/	x.x
FINITE	2	Num	6h/	9.9
FINS	2	Nbp	1a/5.10.1	1.5.1.3.1
FIR	169	Nveg	2b.1/1.1	3.1.1
FIRE	1101	Nfire	2c.3/3.3	3.2.12.2
FIRE-BRAND	0	Nfire	2c.3/1	5.11.5.5
FIRE-FLY	0	Nanim	2a.1/14	2.2.6
FIRE-PLACE	0	Nfire	2c.3/1	5.11.5.5
FIRE-STEEL	0	Nfire	2c.3/1	5.11.5.5
FIRE-STRIKER	0	Nfire	2c.3/1	5.11.5.5
FIREBRAND	4	Nfire	2c.3/1	5.11.5.5
FIREFLY	66	Nanim	2a.1/14	2.2.6
FIREPLACE	208	Nfire	2c.3/1	5.11.5.5
FIRESTAND	2	Nfire	2c.3/1	5.11.5.5
FIRETONG	0	Nfire	2c.3/1	5.11.5.5
FIRETONGS	2	Nfire	2c.3/1	5.11.5.5
FIREWOOD	274	Nfire	2c.3/1	5.11.5.5
FIRE|PLACE	2	Error	x/	x.x
FIRM	74	Vadj	5c/4.2	7.1.4.2
FIRMAMENT	2	Nnat	2c.1/3	3.2.2
FIRMLY	10	Vadj	5c/4.2	9.6.1.1
FIRST	517	Num	6h/	9.9
FIRST-BORN	0	Nhum	3a/9.1	4.2.11
FISH	896	Nanim	2a.1/13	2.2.5
FISH SCALE	1	Nbp	1a/6.5.2	1.6.5.2
FISH SCALES	1	Nbp	1a/6.5.2	1.6.5.2
FISH-EATING	0	Nanim	2a.1/13	2.2.5
FISH-HOOK	0	Nanim	2a.1/13	2.2.5
FISH-NET	0	Nanim	2a.1/13	2.2.5
FISH-SCALE	0	Nbp	1a/6.5.2	1.6.5.2
FISH-TRAP	0	Nanim	2a.1/13	2.2.5
FISHBONE	7	Nbp	1a/6.3	1.6.3
FISHERMAN	16	Nhum	3a/3.1.1	4.2.1.1
FISHES	2	Nanim	2a.1/13	2.2.5
FISHHOOK	4	Nanim	2a.1/13	2.2.5
FISHING	62	Nanim	2a.1/13	2.2.5
FISHNET	4	Nanim	2a.1/13	2.2.5
FISHY	108	Nanim	2a.1/13	2.2.5
FISSURE	2	Nnat	2c.1/8	3.2.7
FIST	404	Nbp	1a/5.1.1	1.5.1.1.1
FISTS	4	Nbp	1a/5.1.1	1.5.1.1.1
FIT	42	Vshiz	6f/	9.7.2
FITCHET	2	Error	x/	x.x
FITTING	4	Vshiz	6f/	9.7.2
FIVE	480	Num	6h/	9.9
FIVE-POUND	0	Num	6h/	9.9
FIX	12	Vmend	4d.4/	6.15
FIXED	4	Vmend	4d.4/	6.15
FIXEDLY	2	Vadj	5c/5.1	
FLABBLY	8	Error	x/	x.x
FLABBY	10	Vbp	1b/6.4	1.6.4
FLAG	146	Ntxtl	9a/	5.11.6
FLAGEOLET	6	Nmus	9a/	5.11.3
FLAIL	110	Ntool	9a/1	5.11.5.1
FLAKE	4	Nshiz	6e/	9.7.1
FLAME	85	Nfire	2c.3/3.3	3.2.12.2
FLAMES	4	Nfire	2c.3/3.3	3.2.12.2
FLAMING	4	Nfire	2c.3/3.3	3.2.12.2
FLAMINGO	2	Nanim	2a.1/11.2	2.2.4.1
FLANKS	4	Nbp	1a/4.5	1.4.5
FLAP	8	Vmot	4b.4/9	6.7.9
FLAP!	2	Sound	6a/	9.3
FLAPPINGLY	4	Vmot	4b.4/9	6.7.9
FLAPS	26	Vmot	4b.4/9	6.7.9
FLAP	2	Error	x/	x.x
FLAP	2	Error	x/	x.x
FLARE	12	Vburn	2c.2/	3.2.12.1
FLARED	2	Vburn	2c.2/	3.2.12.1
FLARING	4	Vburn	2c.2/	3.2.12.1
FLASH	132	Nfire	2c.3/3.3	3.2.12.2
FLASHLIGHT	2	Nfire	2c.3/1	5.11.5.5
FLAT	370	Vadj	5c/5.1	7.1.5.1
FLAT THING	3	Vadj	5c/5.1	
FLAT-BOTTOMED	0	Vadj	5c/5.1	7.1.5.1
FLATTEN	46	Vadj	5c/5.1	6.2.2.1
FLATTENED	10	Vadj	5c/5.1	7.1.5.1
FLATTER	30	Vpsi	5d/2.5.3	8.3.2.5.3
FLATTERY	4	Vpsi	5d/2.5.3	8.3.2.5.3
FLATU	1	Error	/	x.x
FLATULATE	4	Vbp	1b/8.6.2	1.8.5.3
FLATULENCE	2	Nbp	1a/8.6.2	1.8.5.2
FLATULENT	32	Vbp	1b/8.6.2	1.8.5.3
FLATUTATE	8	Error	x/	x.x
FLATWISE	2	Vadj	5c/5.1	
FLAVOR	2	Nfood	9b/	5.5
FLAVOUR	2	Nfood	9b/	5.5
FLAW	2	Nabst	5a/	8.1
FLAX	2	Nveg	2b.1/3.3.4	3.1.6.4
FLAY	110	Vharm	4b.1/	6.4
FLEA	308	Nanim	2a.1/14	2.2.6
FLEE	81	Vmot	4b.4/2	6.7.2
FLEECE	2	Nbp	1a/6.1.3	1.6.1.3
FLEEI	2	Error	x/	x.x
FLESH	786	Nbp	1a/1.1.1	1.1.1.1
FLESH-MEAT	0	Nbp	1a/1.1.1	1.1.1.1
FLESHLY	2	Vbp	1b/6.4	1.6.4
FLESHY	8	Vbp	1b/6.4	1.6.4
FLEXIBLE	50	Vadj	5c/2.2	9.7.2
FLEXIBLY	4	Vadj	5c/2.2	
FLEXURE	11	Nbp	1a/2.3.1	1.2.3.1
FLICKER	10	Vburn	2c.2/	3.2.12.1
FLIES	2	Vmot	4b.4/5	6.7.5
FLIGHT	4	Vmot	4b.4/5	6.7.5
FLIMSY	6	Vadj	5c/2.2	9.6.2
FLING	4	Vthrw	4c.9/	6.12
FLINT	60	Nnat	2c.1/10	3.2.9
FLINT-STEEL	0	Nnat	2c.1/10	3.2.9
FLINTSTONE	2	Nnat	2c.1/10	3.2.9
FLIP	2	Vmot	4b.4/9	6.7.9
FLIRT	24	Vpsi	5d/2.7.1	8.3.2.7.1
FLIRTATIOUSLY	6	Vpsi	5d/2.7.1	8.3.2.7.1
FLITTERMOUSE	314	Nanim	2a.1/16	2.1.1
FLOAT	202	Vliq	4b.3/5	6.6.1
FLOATING	2	Vliq	4b.3/5	6.6.1
FLOATS	2	Vliq	4b.3/5	6.6.1
FLOCK	6	Nanim	2a.1/11.2	2.2.4.1
FLOG	6	Vhit	4c.1/	6.8
FLOOD	112	Nnat	2c.1/4	3.2.3
FLOOR	116	Ndwel	9c/3	5.11.9.3
FLOORS	2	Ndwel	9c/3	5.11.9.3
FLOOT	2	Error	x/	x.x
FLOUR	254	Nveg	2b.1/3.3.2	3.1.6.2
FLOUR-MILL	0	Nloc	6k/4.0	9.10.5
FLOURISH	6	Nveg	2b.1/3.3.2	3.1.6.2
FLOW	237	Vliq	4b.3/5	6.6.1
FLOWED	2	Vliq	4b.3/5	6.6.1
FLOWER	412	Nveg	2b.1/3.1	3.1.4
FLOWERING	4	Vveg	2b.2/	3.1.10
FLOWERS	32	Nveg	2b.1/3.1	3.1.4
FLOWING	18	Vliq	4b.3/5	6.6.1
FLUENT	8	Vutt	5f/10.1	8.5.10.1
FLUFF	8	Nnat	2c.1/9	3.2.8
FLUFFY	2	Nnat	2c.1/9	3.2.8
FLUID	37	Nnat	2c.1/4	3.2.3
FLUIDS	12	Nnat	2c.1/4	3.2.3
FLURRIED	2	Vadj	5c/10	8.3.1.11.3
FLUSH	6	Vliq	4b.3/5	6.6.1
FLUTE	329	Nmus	9a/	5.11.3
FLUTTER	23	Vmot	4b.4/5	6.7.5
FLUTTERING	2	Vmot	4b.4/5	6.7.5
FLY	943	Nanim	2a.1/14	2.2.6
FLYING	80	Vmot	4b.4/5	6.7.5
FLY	2	Error	x/	x.x
FOAL	36	Nanim	2a.1/2	2.1.7
FOAM	23	Nnat	2c.1/4	3.2.3
FODDER	58	Nveg	2b.1/3.3.4	3.1.6.4
FOETUS	8	Nbp	1a/9.3.4	1.9.6.1
FOG	223	Nnat	2c.1/1	3.2.1
FOGGY	6	Nnat	2c.1/1	3.2.1
FOLD	123	Nbp	1a/4.4.1	1.4.4.1
FOLDED	6	Vbp	1b/4.4.1	1.4.4.1
FOLDING	2	Vbp	1b/4.4.1	1.4.4.1
FOLDS	2	Nbp	1a/4.4.1	1.4.4.1
FOLIAGE	2	Nveg	2b.1/1.2	3.1.2
FOLKSONG	116	Ncult	9d/	5.11.3
FOLL	4	Error	x/	x.x
FOLL.	0	Error	x/	x.x
FOLLOW	183	Vmot	4b.4/10	6.7.10
FOLLOWING	4	Vmot	4b.4/10	6.7.10
FOLLOWS	2	Vmot	4b.4/10	6.7.10
FOMENTATION	4	Nbp	1a/1.5.1	1.1.5.1
FOND	2	Vpsi	5d/1.1.1	8.3.1.1.1
FONDLE	2	Vfeel	5e/	8.4
FONTALIS	50	Error	x/	x.x
FONTANEL	101	Nbp	1a/2.1.3	1.2.1.3
FONTANELLE	20	Nbp	1a/2.1.3	1.2.1.3
FOOD	441	Nfood	9b/	5.6
FOOD-HOUSE	0	Nfood	9b/	5.5
FOODSTUFF	8	Nfood	9b/	5.6
FOODSTUFFS	6	Nfood	9b/	5.5
FOOL	122	Vadj	5c/3.1	4.2.12.3
FOOLED	2	Vadj	5c/3.1	
FOOLI	0	Error	/	x.x
FOOLISH	60	Vadj	5c/3.1	9.6.2.2
FOOT	1391	Nbp	1a/5.2	1.5.2
FOOT-EGG	0	Nbp	1a/5.11.1	1.5.8.1
FOOTBALL	6	Nleis	9d/	5.12
FOOTED	2	Vbp	1b/5.2	1.5.2
FOOTHILL	2	Nnat	2c.1/6	3.2.5
FOOTHOLD	4	Nbp	1a/5.2.5	1.5.2.5
FOOTLEG	2	Error	x/	x.x
FOOTPATH	12	Nloc	6k/1	9.10.1
FOOTPRINT	127	Nbp	1a/5.2.5	1.5.2.5
FOOTWEAR	8	Npers	/	5.11.8.1
FOR	2398	G	8/1	10.1
FORBID	38	Vact	4a/2.1	6.2.2.1
FORCATCHING	2	Error	x/	x.x
FORCE	92	Vact	4a/2.1	6.2.2.1
FORCED	4	Vact	4a/2.1	6.2.2.1
FORCEFULLY	10	Vact	4a/2.1	6.2.2.1
FORCIBLE	2	Vact	4a/2.1	6.2.2.1
FORCIBLY	2	Vact	4a/2.1	6.2.2.1
FORD	40	Nnat	2c.1/4	3.2.3
FORE-ARM	12	Nbp	1a/5.8.2	1.5.1.2.2
FOREARM	78	Nbp	1a/5.8.2	1.5.1.2.2
FORECAST	4	Vutt	5f/14.1	8.5.14.1
FOREFINGER	5	Nbp	1a/5.7.2	1.5.6.2
FOREHEAD	732	Nbp	1a/2.5.1	1.2.5.1
FOREIGN	2	Nhum	3a/12.3	4.4.3
FOREIGNER	62	Nhum	3a/12.3	4.4.3
FORELEG	13	Nbp	1a/5.9.2	1.5.7.2
FORELIMB	3	Nbp	1a/5.3.1	1.5.3.1
FORELOCK	5	Nbp	1a/2.3	1.2.3
FORENOON	4	Ntime	6i/3	9.1.4.1
FOREPART	11	Nbp	1a/4.4	1.4.4
FORESHORE	6	Nnat	2c.1/4	3.2.3
FORESIGHTED	2	Vadj	5c/	9.6.1.2
FORESKIN	61	Nbp	1a/9.2.1.1	1.9.7.3
FOREST	159	Nnat	2c.1/6	3.2.5
FORETELL	4	Vutt	5f/14.2	8.5.14.2
FORFEIT	2	Vexch	4f.4/	6.22
FORGET	340	Vpsi	5d/1.16.1	8.3.1.16.1
FORGET#	4	Error	x/	x.x
FORGETFUL	2	Vpsi	5d/1.16.1	8.3.1.16.1
FORGIVE	102	Vpsi	5d/2.9.1	8.3.2.9.1
FORGOTEN	2	Vpsi	5d/1.16.1	8.3.1.16.1
FORGOTTEN	4	Vpsi	5d/1.16.1	8.3.1.16.1
FORK	59	Nbp	1a/4.9.1	1.4.9.1
FORKED	24	Vbp	/	1.4.9.1
FORKTAIL	4	x	x/	x.x
FORK|ED	2	Error	x/	x.x
FORM	92	Nshiz	6e/	9.7.1
FORMALLY	6	Vadj	5c/10	7.1.8.3
FORMATIVE	2	G	8/4.1.1	10.4.1.1
FORMED	2	Vshiz	6f/	9.7.2
FORMER	6	Vadj	5c/8.3	7.1.8.3
FORMERLY	12	Vadj	5c/8.3	9.1.1
FORMING	2	Vshiz	6f/	9.7.2
FORSAKE	2	Vsep	4c.7/1.2	6.10.2
FORT	0	Ndwel	9c/1	5.11.9.1
FORTH	40	Spat	6j/8	9.2.8
FORTIFICATION	2	Ndwel	9c/1	5.11.9.1
FORTIFIED	2	Vcos	6c/	9.5
FORTIFY	2	Vcos	6c/	9.5
FORTNIGHT	6	Ntime	6i/2	9.1.3
FORTUNETELLER	8	Nhum	3a/3.3	4.2.3
FORTY	246	Num	6h/	9.9
FORTY-ONE	0	Num	6h/	9.9
FORWARD	38	Spat	6j/8	9.2.8
FORWARDS	2	Spat	6j/8	9.2.8
FOSSA	0	Nbp	1a/6.3	1.6.3
FOSTER	0	Vact	4a/	6.2
FOUL	8	Vadj	5c/4.5	7.1.4.5
FOUNDATION	12	Ndwel	9c/3.1	5.11.9.3.1
FOUNDED	2	Ndwel	9c/3.1	5.11.9.3.1
FOUNTAIN	6	Nloc	6k/2	9.10.2
FOUR	488	Num	6h/	9.9
FOUR-CORNERED	0	x	x/	x.x
FOUR-DAY	0	Ntime	6i/2	9.1.3
FOUR-HANDED	0	Vbp	1b/5.1	1.5.1.1.3
FOUR-SIDED	0	x	x/	x.x
FOUR-YEAR	0	Ntime	6i/1	9.1.2
FOURS	4	Num	6h/	9.9
FOURTEEN	184	Num	6h/	9.9
FOURTH	62	Num	6h/	9.9
FOWARD	2	Error	x/	x.x
FOWL	107	Nanim	2a.1/11.1	2.1.10
FOWL-WATER	0	Nanim	2a.1/11.1	2.1.10
FOWLER	2	Nanim	2a.1/11.1	2.1.10
FOWLS	2	Nanim	2a.1/11.1	2.1.10
FOX	219	Nanim	2a.1/6	2.1.11
FOXES	2	Nanim	2a.1/6	2.1.11
FRACTURE	28	Nbp	1a/6.3	1.6.3
FRAGMENT	8	Nshiz	6e/	9.7.1
FRAGMENTS	2	Nshiz	6e/	9.7.1
FRAGRANCE	18	Nveg	2b.1/1.2	3.1.2
FRAGRANT	176	Vveg	2b.2/	3.1.10
FRAME	54	Nart	9f/	5.11
FRAMEWORK	10	Nart	9f/	5.11
FRANCOLIN	2	Nanim	2a.1/11.2	2.2.4.1
FRAUD	6	x	x/	x.x
FRAYED	2	Vadj	5c/	7.1.5.1
FREAK	2	Nhum	3a/7.1	4.2.7
FRECKLE	37	Nbp	1a/6.5.3	1.6.5.3
FRECKLES	6	Nbp	1a/6.5.3	1.6.5.3
FREE	154	Vsoc	4f.1/	6.19
FREEDOM	12	x	x/	x.x
FREEHANGING	8	x	x/	x.x
FREELY	2	x	x/	x.x
FREEZE	36	Vcos	6c/	9.5
FREEZING	2	Vcos	6c/	9.5
FRENUM	3	Nbp	1a/3.3	1.3.3
FREQUENCY	2	Num	6h/	9.9
FREQUENTLY	54	Ntime	6i/	9.1.1
FRESH	74	Vadj	5c/8.1	9.6.1.1
FRESH RAW	2	Vadj	5c/8.1	
FRET	4	Vpsi	5d/	8.3
FRIABLE	6	Vadj	5c/4.2	7.1.4.2
FRICTION	2	Vrub	4a.2/	6.3
FRIDAY	8	Ntime	6i/2	9.1.3
FRIED	14	Vfood	9b/	5.5
FRIEND	373	Nhum	3a/12.2	4.4.4
FRIENDLINESS	8	Vpsi	5d/2.1.1	8.3.2.1.1
FRIENDLY	72	Vpsi	5d/2.1.1	8.3.2.1.1
FRIENDS	6	Nhum	3a/12.2	4.4.4
FRIENDSHIP	2	Vpsi	5d/2.1.1	8.3.2.1.1
FRIGHTEN	66	Vpsi	5d/1.10.2	8.3.1.10.1
FRIGHTENED	36	Vpsi	5d/1.10.2	8.3.1.10.1
FRIGHTENING	2	Vpsi	5d/1.10.2	8.3.1.10.1
FRM	4	Error	x/	x.x
FROENUM	21	Nbp	1a/3.3	1.3.3
FROG	412	Nanim	2a.1/12	2.1.6.2
FROLIC	6	Vact	4a/1.3	6.1.1.3
FROM	824	G	8/1.1	10.1.1
FRONT	635	Nbp	1a/4.4	1.4.4
FRONTALI	0	Error	x/	x.x
FRONTALIS	2	Nbp	1a/4.4	1.4.4
FRONTIER	6	Spat	6j/7	9.2.7
FRONTOF	2	Error	x/	x.x
FROST	186	Nnat	2c.1/1	3.2.1
FROTH	2	Nnat	2c.1/4	3.2.3
FROWN	10	Vbp	1b/8.9	1.8.8.1
FROZEN	2	Vcos	6c/	9.5
FRUGAL	8	Vadj	5c/3.1	9.6.1.2
FRUI	2	Error	x/	x.x
FRUIT	782	Nveg	2b.1/3.2	3.1.5
FRUIT-SALT	0	Nveg	2b.1/1.1	3.1.1
FRUIT-TREE	0	Nveg	2b.1/3.2	3.1.1
FRUITLESS	4	Vveg	2b.2/	3.1.10
FRUITS	14	Nveg	2b.1/3.2	3.1.5
FRUSTRATE	2	Vpsi	5d/1.5.7	8.3.1.5.6
FRY	444	Vfood	9b/	5.5
FRYING	30	Vfood	9b/	5.5
FUCK	159	Nbp	1a/9.1.1	
FUEL	22	Nnat	2c.1/5	3.2.4
FULCRUM	6	Ntool	9a/	5.1
FULFILL	26	Vcos	6c/	9.5
FULL	796	Nbp	1a/1.3.2	1.1.3.2
FULL-MOON	0	Nnat	2c.1/3	3.2.2
FULLY	10	Vadj	5c/2.2	7.1.2.2
FUME	2	Nfire	2c.3/3.3	3.2.12.2
FUNCTION	2	Nabst	5a/	8.1
FUNCTIONS	2	Nabst	5a/	8.1
FUNCTOR	114	G	8/	10.0
FUNCTOR[ACTION	0	Error	x/	x.x
FUNCT[PRES	2	Error	x/	x.x
FUNCT[RELAT'ZER	2	Error	x/	x.x
FUNCT[SURPRISE	2	Error	x/	x.x
FUNC[HUM	4	Error	x/	x.x
FUNDAMENT	4	Nbp	1a/4.10.2	1.4.10.2
FUNERAL	16	Ncult	9d/	5.8
FUNGU	0	Error	x/	x.x
FUNGUS	29	Nveg	2b.1/3.3.1	3.1.7
FUNNEL	2	Ncook	9b/	5.5
FUNNEL SHAPED	2	Ncook	9b/	5.5
FUNNY	38	Vadj	5c/3.1	9.6.1.2
FUR	265	Nbp	1a/6.1	1.6.1
FUR FEATHERS	16	Nbp	1a/6.1	1.6.1
FURCATED	6	Vsep	4c.7/4	6.10.4
FURIOU	0	Error	x/	x.x
FURIOUS	2	Nbp	1a/6.1	8.3.1.6.1
FURNISHING	2	Ndwel	9c/4	5.11.9.4
FURNITURE	4	Ndwel	9c/4	5.11.9.4
FURROW	6	Nart	9f/	5.11
FURTHER	2	Spat	6j/8	9.2.8
FURUNCLE	2	Nbp	1a/8.7.1	1.8.6.2
FURY	2	Vpsi	5d/1.6.1	8.3.1.6.1
FUTURE	30	Ntime	6i/4	9.1.5
FYBW	2	Error	x/	x.x
FYZH	2	Error	x/	x.x
F	2	Error	x/	x.x
G	1164	Error	x/	x.x
G YEASTWITH	2	Error	x/	x.x
G.	2	Error	x/	x.x
GADFLY	19	Nanim	2a.1/14	2.2.6
GAG	10	Vbp	1b/3.5.6	1.3.5.7
GAIN	12	Vacq	4f.3/	6.21
GAIT	2	Vmot	4b.4/4	6.7.4
GAITERS	2	Npers	3c/1	5.11.8.1
GALE	4	Nnat	2c.1/1	3.2.1
GALL	474	Nbp	1a/7.3.1	1.7.3.1
GALL BLADDER	1	Nbp	1a/7.3	1.7.3
GALL-BLADDER	0	Nbp	1a/7.3	1.7.3
GALLBLADDER	4	Nbp	1a/7.3	1.7.3
GALLON	2	Meas	6g/	9.8
GALLOP	8	Vmot	4b.4/4	6.7.4
GALLOW	0	Error	x/	x.x
GALLOWS	2	Nloc	6k/4.0	9.10.5
GALLUS	2	Error	x/	x.x
GAMBLE	26	Vexch	4f.4/	6.22
GAMBLING	4	Vexch	4f.4/	6.22
GAME	184	Ncult	9d/	5.12
GAME ANIMAL	2	Nanim	2a.1/18	2.3
GAMES	4	Ncult	9d/	5.12
GAN	2	Error	x/	x.x
GANDER	2	Nanim	2a.1/11.1	2.1.10
GAP	14	Nnat	2c.1/8	3.2.7
GAPE	79	Vbp	1b/3.1	1.3.1.3
GAPS	2	Nnat	2c.1/8	3.2.7
GARAM	2	Nveg	2b.1/3.3.1	3.1.6.1
GARBAGE	110	Nwast	9a/	5.1
GARDEN	206	Nloc	6k/4	9.10.4
GARGLE	18	Vbp	1b/3.5.6	1.3.5.6
GARGLING	2	Vbp	1b/3.5.6	1.3.5.6
GARLAND	6	Norn	9d/	5.8
GARLIC	228	Nveg	2b.1/3.2	3.1.5
GARMENT	80	Npers	3c/2.1	5.11.8.2.1
GARMENTS	4	Npers	3c/2.1	5.11.8.2.1
GARNDMOTHER	0	Error	x/	x.x
GARRULOU	0	Vutt	5f/10.2	8.5.10.2
